start_stop,distance,day_of_week_sin,day_of_week_cos,minutes_sin,minutes_cos,temperature,precip_mm,visibility,cloud_cover,wind_speed,month_num_sin,month_num_cos,temp_range,humidity_comfort,heat_stress,duration
SD Dinoyo 2,1.4913432233154422,0.43388373911755823,-0.900968867902419,0.9063077870366499,0.42261826174069944,29,0.0,10,8,3,0.8660254037844387,-0.4999999999999998,14,Humid,Extreme Caution,4.2
SMA 8,1.5892632315739608,0.9749279121818236,-0.22252093395631434,0.7313537016191705,0.6819983600624985,21,0.0,10,18,8,-0.8660254037844385,-0.5000000000000004,11,Very Humid,Safe,6.566666666666666
SMP 4,1.369535376459733,0.0,1.0,-0.9986295347545738,0.052335956242943946,18,0.0,10,34,3,0.8660254037844386,0.5000000000000001,10,Very Humid,Safe,6.233333333333333
SD Dinoyo 2,0.9140332362197978,0.43388373911755823,-0.900968867902419,0.5150380749100542,0.8571673007021123,19,0.1,10,84,6,-1.0,-1.8369701987210294e-16,15,Very Humid,Safe,2.05
SPBU Tlogomas,1.3487946268033535,0.43388373911755823,-0.900968867902419,0.4694715627858908,0.882947592858927,30,0.5,9,89,5,0.8660254037844386,0.5000000000000001,9,Humid,Extreme Caution,1.8833333333333333
SPBU Tlogomas,1.3487946268033535,0.7818314824680298,0.6234898018587336,0.4694715627858908,0.882947592858927,21,0.0,10,0,7,-0.8660254037844385,-0.5000000000000004,13,Very Humid,Safe,2.65
SMA Dempo,2.60327554779162,-0.433883739117558,-0.9009688679024191,-0.9876883405951377,-0.15643446504023104,19,0.0,2,51,3,1.0,6.123233995736766e-17,9,Very Humid,Safe,26.0
SD Dinoyo 2,0.9140332362197978,0.43388373911755823,-0.900968867902419,0.5591929034707469,0.8290375725550417,21,0.0,10,14,6,-0.4999999999999997,-0.8660254037844388,10,Very Humid,Safe,1.2833333333333334
SMA 8,0.9140332362197978,0.0,1.0,0.6156614753256582,0.788010753606722,19,0.0,10,3,7,-0.8660254037844385,-0.5000000000000004,13,Very Humid,Safe,1.5833333333333333
SMA 8,1.4913432233154422,0.0,1.0,0.29237170472273677,0.9563047559630354,22,0.0,2,78,4,0.8660254037844386,0.5000000000000001,7,Very Humid,Safe,3.75
SMA 8,0.9140332362197978,0.0,1.0,-0.7547095802227722,0.656059028990507,19,0.0,10,36,5,0.8660254037844386,0.5000000000000001,10,Very Humid,Safe,5.883333333333334
SD Dinoyo 2,1.3487946268033535,0.9749279121818236,-0.22252093395631434,-0.6560590289905074,0.7547095802227719,19,0.0,10,7,8,-0.8660254037844385,-0.5000000000000004,13,Very Humid,Safe,6.866666666666666
SD Dinoyo 2,1.4913432233154422,0.9749279121818236,-0.22252093395631434,0.7431448254773941,0.6691306063588582,28,0.2,9,85,5,1.0,6.123233995736766e-17,11,Very Humid,Caution,5.416666666666667
SMA 8,1.5892632315739608,-0.433883739117558,-0.9009688679024191,0.9205048534524403,0.39073112848927394,18,0.4,10,73,6,1.0,6.123233995736766e-17,9,Very Humid,Safe,5.966666666666667
SPBU Tlogomas,1.3487946268033535,0.9749279121818236,-0.22252093395631434,0.5446390350150271,0.838670567945424,28,0.2,9,85,5,1.0,6.123233995736766e-17,11,Very Humid,Caution,4.666666666666667
SMA Dempo,1.369535376459733,0.7818314824680298,0.6234898018587336,0.8191520442889918,0.573576436351046,22,0.0,10,19,5,-0.8660254037844385,-0.5000000000000004,13,Very Humid,Safe,6.25
SD Dinoyo 2,0.9140332362197978,0.7818314824680298,0.6234898018587336,0.48480962024633706,0.8746197071393957,22,0.0,10,10,2,0.4999999999999999,-0.8660254037844387,8,Very Humid,Safe,1.1666666666666667
SMA 8,0.9140332362197978,-0.433883739117558,-0.9009688679024191,-0.8191520442889916,-0.5735764363510464,27,0.9,10,74,3,0.4999999999999999,-0.8660254037844387,10,Very Humid,Caution,2.566666666666667
SD Dinoyo 2,0.9140332362197978,0.43388373911755823,-0.900968867902419,0.5150380749100542,0.8571673007021123,19,0.0,10,15,5,-1.0,-1.8369701987210294e-16,13,Very Humid,Safe,1.2
SD Dinoyo 2,0.9140332362197978,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,21,0.0,10,21,7,-0.8660254037844385,-0.5000000000000004,12,Very Humid,Safe,1.45
SMA 8,1.5892632315739608,0.9749279121818236,-0.22252093395631434,0.7431448254773941,0.6691306063588582,29,0.0,10,5,2,-1.0,-1.8369701987210294e-16,12,Humid,Caution,7.516666666666667
SMA Dempo,1.369535376459733,0.9749279121818236,-0.22252093395631434,0.8480480961564261,0.5299192642332049,20,0.0,10,75,6,-0.4999999999999997,-0.8660254037844388,9,Very Humid,Safe,6.2
SMA 8,0.9140332362197978,-0.433883739117558,-0.9009688679024191,0.6560590289905072,0.754709580222772,17,0.0,10,3,5,-0.8660254037844385,-0.5000000000000004,14,Very Humid,Safe,1.7666666666666666
SPBU Tlogomas,1.3487946268033535,0.7818314824680298,0.6234898018587336,-0.731353701619171,0.6819983600624979,23,0.0,10,87,5,1.2246467991473532e-16,-1.0,8,Very Humid,Safe,5.85
SD Dinoyo 2,1.4913432233154422,-0.433883739117558,-0.9009688679024191,0.7193398003386511,0.6946583704589974,24,0.5,10,100,2,1.2246467991473532e-16,-1.0,6,Very Humid,Safe,4.666666666666667
SMA 8,0.9140332362197978,0.9749279121818236,-0.22252093395631434,0.7313537016191705,0.6819983600624985,23,0.1,10,73,6,1.2246467991473532e-16,-1.0,8,Very Humid,Safe,1.6
MAN 2,1.091282026742783,0.9749279121818236,-0.22252093395631434,0.7986355100472928,0.6018150231520484,21,0.0,10,5,4,-0.8660254037844385,-0.5000000000000004,12,Very Humid,Safe,1.7833333333333334
SMA Dempo,1.369535376459733,-0.433883739117558,-0.9009688679024191,0.7986355100472928,0.6018150231520484,18,0.0,2,38,5,0.4999999999999999,-0.8660254037844387,11,Very Humid,Safe,4.85
SMA 8,0.9140332362197978,-0.433883739117558,-0.9009688679024191,0.6427876096865393,0.766044443118978,29,0.0,10,20,1,1.0,6.123233995736766e-17,12,Humid,Extreme Caution,1.6666666666666667
SMA Dempo,1.369535376459733,0.9749279121818236,-0.22252093395631434,0.8290375725550417,0.5591929034707468,21,0.0,10,18,8,-0.8660254037844385,-0.5000000000000004,11,Very Humid,Safe,5.516666666666667
SMA Dempo,2.60327554779162,0.7818314824680298,0.6234898018587336,-0.9902680687415704,0.13917310096006547,25,0.4,10,86,1,1.0,6.123233995736766e-17,11,Very Humid,Safe,20.866666666666667
SD Dinoyo 2,1.4913432233154422,-0.433883739117558,-0.9009688679024191,0.6427876096865393,0.766044443118978,22,0.4,9,75,3,-0.8660254037844385,-0.5000000000000004,8,Very Humid,Safe,5.716666666666667
SD Dinoyo 2,1.4913432233154422,0.0,1.0,0.7431448254773941,0.6691306063588582,22,0.0,10,3,8,-0.8660254037844385,-0.5000000000000004,11,Very Humid,Safe,5.633333333333334
SMA 8,0.9140332362197978,0.9749279121818236,-0.22252093395631434,0.8571673007021122,0.5150380749100543,19,0.3,9,82,4,1.0,6.123233995736766e-17,9,Very Humid,Safe,1.5166666666666666
SD Dinoyo 2,0.9140332362197978,0.9749279121818236,-0.22252093395631434,0.766044443118978,0.6427876096865394,19,0.3,9,82,4,1.0,6.123233995736766e-17,9,Very Humid,Safe,1.1666666666666667
SMA 8,0.9140332362197978,0.0,1.0,0.6560590289905072,0.754709580222772,18,0.0,10,36,5,0.8660254037844386,0.5000000000000001,12,Very Humid,Safe,1.4166666666666667
SMA 8,0.9140332362197978,-0.433883739117558,-0.9009688679024191,-0.8829475928589271,0.4694715627858904,27,0.8,10,55,2,1.0,6.123233995736766e-17,11,Very Humid,Caution,2.85
SPBU Tlogomas,1.3487946268033535,0.0,1.0,0.4694715627858908,0.882947592858927,29,0.0,10,0,2,-0.8660254037844385,-0.5000000000000004,12,Comfortable,Caution,2.183333333333333
SD Dinoyo 2,0.9140332362197978,0.0,1.0,0.5299192642332049,0.848048096156426,22,0.2,10,53,3,0.8660254037844387,-0.4999999999999998,11,Very Humid,Safe,1.1833333333333331
SMA Dempo,1.369535376459733,0.43388373911755823,-0.900968867902419,0.8386705679454239,0.5446390350150272,23,0.0,10,12,3,-1.0,-1.8369701987210294e-16,8,Very Humid,Safe,5.333333333333333
SD Dinoyo 2,0.9140332362197978,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,21,0.0,10,3,5,0.4999999999999999,-0.8660254037844387,10,Very Humid,Safe,1.2333333333333334
SMA 8,0.9140332362197978,0.9749279121818236,-0.22252093395631434,-0.798635510047293,0.6018150231520479,18,0.0,10,2,7,-1.0,-1.8369701987210294e-16,15,Very Humid,Safe,11.066666666666666
SMA Dempo,1.369535376459733,0.7818314824680298,0.6234898018587336,0.788010753606722,0.6156614753256583,24,0.0,10,89,4,0.4999999999999999,-0.8660254037844387,7,Very Humid,Safe,5.916666666666667
SMA 8,0.9140332362197978,-0.433883739117558,-0.9009688679024191,0.7071067811865476,0.7071067811865476,21,0.0,2,42,1,0.8660254037844386,0.5000000000000001,11,Very Humid,Safe,1.9
SMA Dempo,1.369535376459733,0.7818314824680298,0.6234898018587336,0.8191520442889918,0.573576436351046,23,0.0,10,85,4,1.2246467991473532e-16,-1.0,7,Very Humid,Safe,6.25
SMA Dempo,1.369535376459733,0.43388373911755823,-0.900968867902419,0.8386705679454239,0.5446390350150272,21,0.0,10,21,7,-0.8660254037844385,-0.5000000000000004,12,Very Humid,Safe,5.9
MAN 2,1.091282026742783,0.7818314824680298,0.6234898018587336,0.788010753606722,0.6156614753256583,19,0.1,10,76,1,0.8660254037844386,0.5000000000000001,10,Very Humid,Safe,1.9833333333333332
SMA 8,1.5892632315739608,0.0,1.0,0.766044443118978,0.6427876096865394,28,0.2,9,89,1,1.0,6.123233995736766e-17,8,Very Humid,Caution,6.816666666666666
SMA 8,1.5892632315739608,-0.433883739117558,-0.9009688679024191,0.7193398003386511,0.6946583704589974,20,0.0,10,27,6,-0.8660254037844385,-0.5000000000000004,14,Very Humid,Safe,7.65
SMA Dempo,1.369535376459733,0.0,1.0,0.7771459614569708,0.6293203910498375,18,0.0,10,72,5,0.8660254037844387,-0.4999999999999998,12,Very Humid,Safe,5.766666666666667
SMA 8,2.2617319586218145,0.0,1.0,0.7193398003386511,0.6946583704589974,22,0.0,10,3,8,-0.8660254037844385,-0.5000000000000004,11,Very Humid,Safe,0.0666666666666666
SMA 8,1.5892632315739608,0.7818314824680298,0.6234898018587336,0.6946583704589973,0.7193398003386512,29,0.0,10,21,1,-0.4999999999999997,-0.8660254037844388,8,Humid,Caution,6.833333333333333
SMA Dempo,2.60327554779162,0.43388373911755823,-0.900968867902419,-0.9659258262890682,0.25881904510252113,20,0.0,10,2,7,-0.8660254037844385,-0.5000000000000004,14,Very Humid,Safe,22.3
SPBU Tlogomas,1.3487946268033535,0.9749279121818236,-0.22252093395631434,0.48480962024633706,0.8746197071393957,27,0.9,9,83,5,0.8660254037844386,0.5000000000000001,9,Very Humid,Caution,1.8833333333333333
SMA 8,0.9140332362197978,0.0,1.0,-0.898794046299167,0.4383711467890774,23,0.1,2,79,3,0.4999999999999999,-0.8660254037844387,8,Very Humid,Safe,4.916666666666667
SD Dinoyo 2,0.9140332362197978,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,21,0.0,10,18,8,-0.8660254037844385,-0.5000000000000004,11,Very Humid,Safe,1.3833333333333333
SMA 8,0.9140332362197978,0.0,1.0,0.6293203910498374,0.7771459614569709,29,0.0,10,0,2,-0.8660254037844385,-0.5000000000000004,12,Comfortable,Caution,1.6166666666666667
SPBU Tlogomas,1.3487946268033535,-0.433883739117558,-0.9009688679024191,0.6946583704589973,0.7193398003386512,21,0.0,10,28,4,1.0,6.123233995736766e-17,7,Very Humid,Safe,6.416666666666667
SMA 8,0.9140332362197978,0.43388373911755823,-0.900968867902419,0.6427876096865393,0.766044443118978,30,0.5,9,89,5,0.8660254037844386,0.5000000000000001,9,Humid,Extreme Caution,1.3
SMA 8,1.5892632315739608,-0.433883739117558,-0.9009688679024191,0.6946583704589973,0.7193398003386512,23,0.0,10,27,5,0.4999999999999999,-0.8660254037844387,9,Very Humid,Safe,6.1
MAN 2,1.7382329657418492,-0.433883739117558,-0.9009688679024191,0.8290375725550417,0.5591929034707468,21,0.0,10,7,8,-0.4999999999999997,-0.8660254037844388,11,Very Humid,Safe,6.9
SMA 8,1.5892632315739608,0.7818314824680298,0.6234898018587336,0.7071067811865476,0.7071067811865476,20,0.0,10,55,4,0.8660254037844387,-0.4999999999999998,8,Very Humid,Safe,6.083333333333333
SMA 8,0.9140332362197978,-0.433883739117558,-0.9009688679024191,0.6427876096865393,0.766044443118978,29,0.0,10,21,4,0.8660254037844387,-0.4999999999999998,13,Humid,Caution,1.35
SMP 4,5.8468950780178846,0.43388373911755823,-0.900968867902419,0.9135454576426009,0.4067366430758002,19,0.1,10,84,6,-1.0,-1.8369701987210294e-16,15,Very Humid,Safe,16.083333333333332
SMA 8,2.0232108549200403,-0.433883739117558,-0.9009688679024191,0.7986355100472928,0.6018150231520484,20,0.0,10,18,6,-0.4999999999999997,-0.8660254037844388,11,Very Humid,Safe,8.9
SD Dinoyo 2,0.9140332362197978,0.0,1.0,0.7771459614569708,0.6293203910498375,27,0.7,9,76,0,1.0,6.123233995736766e-17,8,Very Humid,Caution,1.55
SD Dinoyo 2,0.9140332362197978,0.0,1.0,0.5877852522924731,0.8090169943749475,22,0.0,10,3,8,-0.8660254037844385,-0.5000000000000004,11,Very Humid,Safe,1.3833333333333333
SMA Dempo,1.369535376459733,0.43388373911755823,-0.900968867902419,0.9455185755993167,0.32556815445715676,22,0.1,10,62,1,1.0,6.123233995736766e-17,6,Very Humid,Safe,4.45
SD Dinoyo 2,1.3487946268033535,0.0,1.0,0.35836794954530027,0.9335804264972017,22,0.0,2,78,4,0.8660254037844386,0.5000000000000001,7,Very Humid,Safe,2.05
SPBU Tlogomas,1.3487946268033535,0.43388373911755823,-0.900968867902419,0.40673664307580015,0.9135454576426009,18,0.0,10,4,7,-0.8660254037844385,-0.5000000000000004,13,Very Humid,Safe,7.183333333333334
MAN 2,1.7382329657418492,0.0,1.0,0.8910065241883678,0.4539904997395468,20,0.0,10,4,5,-0.4999999999999997,-0.8660254037844388,10,Very Humid,Safe,8.283333333333333
SMA Dempo,1.369535376459733,-0.433883739117558,-0.9009688679024191,0.8290375725550417,0.5591929034707468,24,0.8,10,77,6,0.8660254037844386,0.5000000000000001,10,Very Humid,Safe,5.216666666666667
SD Dinoyo 2,0.9140332362197978,0.7818314824680298,0.6234898018587336,0.48480962024633706,0.8746197071393957,22,0.0,10,19,5,-0.8660254037844385,-0.5000000000000004,13,Very Humid,Safe,1.1833333333333331
SMA 8,1.5892632315739608,0.43388373911755823,-0.900968867902419,0.754709580222772,0.6560590289905073,23,0.1,10,74,2,0.8660254037844386,0.5000000000000001,8,Very Humid,Safe,9.016666666666667
SD Dinoyo 2,1.4913432233154422,0.7818314824680298,0.6234898018587336,0.6691306063588582,0.7431448254773942,22,0.4,9,70,6,-1.0,-1.8369701987210294e-16,12,Very Humid,Safe,4.95
SMA 8,1.5892632315739608,-0.433883739117558,-0.9009688679024191,0.754709580222772,0.6560590289905073,23,0.1,10,77,6,0.4999999999999999,-0.8660254037844387,8,Very Humid,Safe,6.683333333333334
MAN 2,1.7382329657418492,0.9749279121818236,-0.22252093395631434,0.898794046299167,0.43837114678907746,27,0.0,10,0,3,-0.4999999999999997,-0.8660254037844388,11,Humid,Caution,7.166666666666667
SMA 8,0.9140332362197978,0.43388373911755823,-0.900968867902419,-0.945518575599317,0.3255681544571563,18,0.2,9,86,1,0.8660254037844387,-0.4999999999999998,11,Very Humid,Safe,2.066666666666667
MAN 2,1.091282026742783,0.43388373911755823,-0.900968867902419,0.766044443118978,0.6427876096865394,21,0.0,10,3,5,0.4999999999999999,-0.8660254037844387,10,Very Humid,Safe,1.6
SMA Dempo,2.60327554779162,0.43388373911755823,-0.900968867902419,-0.30901699437494773,-0.9510565162951535,21,0.0,2,35,5,1.0,6.123233995736766e-17,7,Very Humid,Safe,16.216666666666665
SD Dinoyo 2,0.9140332362197978,0.9749279121818236,-0.22252093395631434,0.6156614753256582,0.788010753606722,28,0.2,9,85,5,1.0,6.123233995736766e-17,11,Very Humid,Caution,1.1333333333333333
SD Dinoyo 2,0.9140332362197978,0.7818314824680298,0.6234898018587336,0.5150380749100542,0.8571673007021123,19,0.0,10,2,5,-0.8660254037844385,-0.5000000000000004,13,Very Humid,Safe,1.1
SPBU Tlogomas,1.3487946268033535,0.0,1.0,0.49999999999999994,0.8660254037844387,19,0.4,10,53,1,0.8660254037844386,0.5000000000000001,12,Very Humid,Safe,2.2666666666666666
SMA 8,1.5892632315739608,0.0,1.0,0.7771459614569708,0.6293203910498375,19,0.0,10,3,4,-0.4999999999999997,-0.8660254037844388,10,Very Humid,Safe,6.566666666666666
SMA 8,0.9140332362197978,0.9749279121818236,-0.22252093395631434,-0.6819983600624983,0.7313537016191707,20,0.0,10,4,8,-0.8660254037844385,-0.5000000000000004,13,Very Humid,Safe,4.416666666666667
SMA Dempo,1.369535376459733,0.0,1.0,0.8191520442889918,0.573576436351046,22,0.2,10,53,3,0.8660254037844387,-0.4999999999999998,11,Very Humid,Safe,5.55
SMA 8,0.9140332362197978,0.7818314824680298,0.6234898018587336,-0.8480480961564261,0.5299192642332047,27,0.0,10,67,5,-0.4999999999999997,-0.8660254037844388,9,Humid,Caution,4.35
SPBU Tlogomas,1.3487946268033535,0.43388373911755823,-0.900968867902419,0.45399049973954675,0.8910065241883679,19,0.0,10,78,1,0.8660254037844387,-0.4999999999999998,12,Very Humid,Safe,4.216666666666667
SMA 8,0.9140332362197978,0.0,1.0,-0.8191520442889918,0.573576436351046,20,0.0,10,10,4,0.4999999999999999,-0.8660254037844387,10,Very Humid,Safe,6.55
SMA 8,0.9140332362197978,0.43388373911755823,-0.900968867902419,0.6427876096865393,0.766044443118978,23,0.0,10,12,3,-1.0,-1.8369701987210294e-16,8,Very Humid,Safe,1.5666666666666669
SMA 8,0.9140332362197978,0.43388373911755823,-0.900968867902419,0.6560590289905072,0.754709580222772,21,0.0,10,19,8,-0.8660254037844385,-0.5000000000000004,8,Very Humid,Safe,1.25
MAN 2,1.091282026742783,0.43388373911755823,-0.900968867902419,0.7986355100472928,0.6018150231520484,29,0.0,10,27,3,-0.8660254037844385,-0.5000000000000004,8,Humid,Caution,1.7
SMA 8,0.9140332362197978,0.43388373911755823,-0.900968867902419,0.6946583704589973,0.7193398003386512,28,0.5,10,57,2,1.2246467991473532e-16,-1.0,6,Very Humid,Caution,2.433333333333333
SD Dinoyo 2,0.9140332362197978,0.43388373911755823,-0.900968867902419,0.8191520442889918,0.573576436351046,29,0.0,10,8,3,0.8660254037844387,-0.4999999999999998,14,Humid,Extreme Caution,1.15
SMA Dempo,1.369535376459733,0.7818314824680298,0.6234898018587336,0.8290375725550417,0.5591929034707468,19,0.0,10,2,5,-0.8660254037844385,-0.5000000000000004,13,Very Humid,Safe,6.05
SPBU Tlogomas,1.3487946268033535,-0.433883739117558,-0.9009688679024191,0.45399049973954675,0.8910065241883679,29,0.0,10,20,1,1.0,6.123233995736766e-17,12,Humid,Extreme Caution,4.466666666666667
SMA Dempo,2.60327554779162,0.43388373911755823,-0.900968867902419,-0.9961946980917455,0.08715574274765789,23,0.0,10,21,4,0.4999999999999999,-0.8660254037844387,9,Very Humid,Safe,14.983333333333333
SMA 8,0.9140332362197978,0.9749279121818236,-0.22252093395631434,0.6819983600624985,0.7313537016191706,20,0.0,10,0,6,1.2246467991473532e-16,-1.0,11,Very Humid,Safe,1.35
MAN 2,1.091282026742783,-0.433883739117558,-0.9009688679024191,0.8090169943749475,0.5877852522924731,24,0.8,10,77,6,0.8660254037844386,0.5000000000000001,10,Very Humid,Safe,1.6833333333333331
SMA 8,0.9140332362197978,0.0,1.0,0.6691306063588582,0.7431448254773942,19,0.4,10,53,1,0.8660254037844386,0.5000000000000001,12,Very Humid,Safe,1.75
MAN 2,1.7382329657418492,-0.433883739117558,-0.9009688679024191,0.8290375725550417,0.5591929034707468,19,0.0,10,3,4,-1.0,-1.8369701987210294e-16,15,Very Humid,Safe,7.3
MAN 2,1.091282026742783,-0.433883739117558,-0.9009688679024191,0.7771459614569708,0.6293203910498375,20,0.0,10,16,6,-0.8660254037844385,-0.5000000000000004,11,Very Humid,Safe,2.15
SD Dinoyo 2,0.9140332362197978,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,22,0.0,10,14,5,-1.0,-1.8369701987210294e-16,12,Very Humid,Safe,2.2666666666666666
SPBU Tlogomas,1.3487946268033535,0.9749279121818236,-0.22252093395631434,0.4694715627858908,0.882947592858927,23,0.0,10,12,5,0.4999999999999999,-0.8660254037844387,7,Very Humid,Safe,2.1666666666666665
SMA 8,1.4913432233154422,0.0,1.0,0.3420201433256687,0.9396926207859084,19,0.0,10,3,7,-0.8660254037844385,-0.5000000000000004,13,Very Humid,Safe,3.4
SD Dinoyo 2,1.4913432233154422,0.43388373911755823,-0.900968867902419,0.6946583704589973,0.7193398003386512,23,0.1,10,74,2,0.8660254037844386,0.5000000000000001,8,Very Humid,Safe,5.066666666666666
SD Dinoyo 2,0.9140332362197978,-0.433883739117558,-0.9009688679024191,0.48480962024633706,0.8746197071393957,19,0.0,10,52,2,0.8660254037844387,-0.4999999999999998,11,Very Humid,Safe,1.3333333333333333
SD Dinoyo 2,1.4913432233154422,-0.433883739117558,-0.9009688679024191,0.6427876096865393,0.766044443118978,20,0.0,10,15,5,-1.0,-1.8369701987210294e-16,13,Very Humid,Safe,4.35
SD Dinoyo 2,0.9140332362197978,0.0,1.0,0.573576436351046,0.8191520442889918,19,0.0,10,3,4,-0.4999999999999997,-0.8660254037844388,10,Very Humid,Safe,1.2666666666666666
SPBU Tlogomas,1.3487946268033535,0.9749279121818236,-0.22252093395631434,-0.5299192642332058,0.8480480961564254,20,0.0,10,0,4,-0.8660254037844385,-0.5000000000000004,12,Very Humid,Safe,13.45
SMA Dempo,1.369535376459733,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,23,0.1,10,74,2,0.8660254037844386,0.5000000000000001,8,Very Humid,Safe,5.966666666666667
SMA Dempo,1.369535376459733,0.0,1.0,0.8480480961564261,0.5299192642332049,23,0.0,10,31,4,0.4999999999999999,-0.8660254037844387,7,Very Humid,Safe,5.033333333333333
SD Dinoyo 2,1.3487946268033535,0.9749279121818236,-0.22252093395631434,-0.43837114678907707,-0.8987940462991671,21,0.0,10,33,5,-0.4999999999999997,-0.8660254037844388,10,Very Humid,Safe,2.2333333333333334
SMA 8,0.9140332362197978,-0.433883739117558,-0.9009688679024191,0.6819983600624985,0.7313537016191706,20,0.0,10,18,6,-0.4999999999999997,-0.8660254037844388,11,Very Humid,Safe,2.033333333333333
SMA 8,1.5892632315739608,0.9749279121818236,-0.22252093395631434,0.7313537016191705,0.6819983600624985,22,0.0,10,14,5,-1.0,-1.8369701987210294e-16,12,Very Humid,Safe,6.766666666666667
SD Dinoyo 2,0.9140332362197978,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,28,0.0,10,89,2,0.4999999999999999,-0.8660254037844387,11,Very Humid,Caution,1.25
SMA 8,0.9140332362197978,0.7818314824680298,0.6234898018587336,0.6156614753256582,0.788010753606722,23,0.0,10,72,4,0.4999999999999999,-0.8660254037844387,10,Very Humid,Safe,1.5666666666666669
SMA 8,1.5892632315739608,0.7818314824680298,0.6234898018587336,0.766044443118978,0.6427876096865394,20,0.0,10,72,5,-1.0,-1.8369701987210294e-16,10,Very Humid,Safe,7.933333333333334
SMA Dempo,1.369535376459733,0.9749279121818236,-0.22252093395631434,0.8386705679454239,0.5446390350150272,28,0.0,10,7,1,0.4999999999999999,-0.8660254037844387,8,Humid,Caution,5.9
SMA Dempo,2.60327554779162,0.7818314824680298,0.6234898018587336,-0.9816271834476641,0.19080899537654425,27,1.9,10,62,6,0.8660254037844386,0.5000000000000001,9,Very Humid,Caution,18.4
